Availability,Available_Colors_OR_Size,Available_Size,Context_Identifier,Description,Execution_Id,Feed_Code,Price_Currency,Product_Id,Product_Price,Product_Title,Record_Create_By,Record_Create_Date,Site,Source,Source_Country,Type
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with an emerald-cut emerald available from 1.50 carats, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424325,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424325.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, platinum 950/1000, set with a pear-shaped diamond available from 2.00 to 2.49 carats and from 3.00 to 3.99 carats, and set with brilliant-cut pavé diamonds.",,aeid5482,,CRN7424255,,Cartier Destinée necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-CRN7424255.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with an oval-cut emerald available from 1.00 carat, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424366,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424366.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,,,aeid5482,,CRH7000072,,Cartier Destinée necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-CRH7000072.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces,"Necklace – platinum 950/1000, one 6.42-carat triangular-shaped step-cut diamond, one 1.40-carat rectangular-shaped emerald from Afghanistan, one 1.38-carat triangular-shaped diamond, emerald beads, onyx beads, onyx, brilliant-cut diamonds.",,aeid5482,,CRH7000794,,High Jewelry necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/high-jewelry-necklace-CRH7000794.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with a cushion-cut sapphire available from 1.00 carat, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424331,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424331.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces,"Necklace - platinum 950/1000, eight cabochon-cut emeralds from Zambia totaling 12.72 carats, nineteen D/E/F VVS1/VVS2/VS1/VS2 cushion-shaped diamonds totaling 10.37 carats, rock crystal, onyx, brilliant-cut diamonds.",,aeid5482,,CRH7000818,,High Jewelry necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/high-jewelry-necklace-CRH7000818.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Collections,"Necklace - platinum, yellow gold, rubies, diamonds. Cartier New York, 1948.",,aeid5482,,CRHSA40616,,Antique piece necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/antique-piece-necklace-CRHSA40616.html,SaudiArabia,Collections
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, 18K white gold (750/1000), set with an emerald-cut emerald available from 1.00 carat, and paved with brilliant-cut diamonds.",,aeid5482,,CRN7424324,,Cartier Destinée necklace with colored stone,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-with-colored-stone-CRN7424324.html,SaudiArabia,Necklaces
OutOfStock,,,Home/Jewellery/Necklaces/Diamond Collection,"Cartier Destinée necklace, platinum 950/1000, set with a cushion-cut diamond available from 2.00 to 2.49 carats and from 3.00 to 3.99 carats, and set with brilliant-cut pavé diamonds.",,aeid5482,,CRN7424254,,Cartier Destinée necklace,aeid5482_cartier_SaudiArabia,2022-11-02 16:52:27.000137,https://www.cartier.com,https://www.cartier.com/en-sa/jewellery/necklaces/diamond-collection/cartier-destinee-necklace-CRN7424254.html,SaudiArabia,Necklaces
